"Matrix","nitrogen","oxygen","ph","phosphorus","temperature","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium","Season01","Month","Seasonr","PercHighIntens","PercAgri","Region"
"water","*","4.47","6.91","*","22.8","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.5","9.03","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","0.71","6.75","*","26.3","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.18","4.68","6.79","*","26.5","17","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.8","8.09","*","25","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.29","7.34","*","16.5","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.35","7.26","*","21","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.92","4.84","7.52","*","22","38","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8","8.47","*","25","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","1.53","7.23","*","27.4","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.8","8.19","*","24","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.54","9.59","*","23.5","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.19","7.11","*","24.8","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.31","7.82","*","23.4","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.41","7.89","*","22.9","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.9","8.63","*","*","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.56","9.68","*","23.5","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","6.63","7.34","*","21.7","*","*","*","*","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.9","8.11","*","*","*","*","*","*","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0","0.73","6.55","*","20.2","4.3","*","*","*","*","*","dry","6","dry","2.99070155978253","76.522191638251","South"
"water","*","7.27","*","*","20.7","25.7","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.5","*","*","24.5","5.88","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.77","*","*","22.6","4.46","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.94","*","*","25.9","2.73","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.27","*","*","21.1","10.5","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.16","*","*","21.3","9.69","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.38","*","*","21.5","6.73","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.61","*","*","21.3","9.91","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.82","*","*","26.3","4.26","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.75","*","*","22.1","7.04","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","7.49","*","*","*","*","0.08","0","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.91","7.34","*","20.3","18.2","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.12","7.69","*","24.3","7.02","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.63","7.3","*","22.8","8.34","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.95","8.32","*","24.4","4.83","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.39","7.47","*","21.1","19.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.5","7.29","*","21.4","16.1","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","23.4","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","23.4","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.97","7.79","*","22.8","8.1","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","19.7","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","19.8","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","19.9","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.57","7.08","*","21.6","14.2","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.33","7.55","*","25.2","4.27","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.61","7.47","*","23.6","9.82","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.74","8.75","*","20.6","13.3","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.89","9.52","*","25.2","13.8","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.09","9.46","*","24.4","16.2","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.58","9.38","*","25.4","12","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","12.96","9.33","*","24.7","10.1","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.5","9.11","*","24.6","13.7","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.51","8.91","*","24.3","12.5","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.04","8.61","*","24.2","25.1","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.68","9.2","*","24.3","35.2","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.36","8.19","*","26.04","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","*","7.85","*","*","*","*","0.13","0","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.04","*","*","24","24.3","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.7","*","*","25.6","10","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.82","*","*","25.8","7.19","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.93","*","*","26.6","7.41","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.78","*","*","24.6","30.4","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.14","*","*","24.1","14","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.95","*","*","25.3","12.7","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.92","*","*","27.2","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.81","*","*","23.7","38.1","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.26","*","*","23.9","44.6","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.76","*","*","25.7","5.21","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.01","*","*","25.5","10.3","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.1","7.77","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0","3.45","7.27","*","24.5","38","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.18","7.19","*","23.5","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.7","8.05","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.46","7.12","*","22.2","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.18","3.14","6.95","*","27.4","23","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.1","7.76","*","25","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.01","7.55","*","25.2","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.26","7.34","*","22.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.98","5.25","7.3","*","22.2","26","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.1","8.18","*","25","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.4","7.53","*","22.6","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.8","9.83","*","*","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","4.5","7.55","*","22.9","*","*","*","*","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.8","9.72","*","*","*","*","*","*","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","0","1.44","6.84","*","20.5","2","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","7.7","8.33","*","24","*","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","8.43","7.75","*","23.64","*","*","*","*","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","6.13","*","*","24.9","26.1","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.07","*","*","26.9","16.1","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","12.26","*","*","26.3","6.6","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","12.17","*","*","27.1","14","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.16","*","*","25.2","9.01","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.11","*","*","25.1","9.99","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.48","*","*","25.2","5.66","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","5.67","*","*","25.2","7.65","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.62","*","*","27.5","5.08","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.47","*","*","26.2","8.03","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.23","7.66","*","18.52","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","22","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.715","8.2","8.32","0.091","24.47","26.3","*","0.83","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.765","5.4","7.53","0.1","22","36.9","*","0.8","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.415","7.81","8.8","0.07","28","34.8","*","0.1","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.665","6.58","7.585","0.1","22","30.5","*","0.77","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9","7.93","*","*","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.72","4.77","7.785","0.099","28","17.1","*","0.78","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.64","8.98","8.65","0.11","29","44.8","*","0.64","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.56","5.47","7.71","0.091","29","15.2","*","0.42","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","4.53","7.88","7.79","1.3","31","3.2","*","8.3","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","3.685","8.18","8.215","1.7","32","2.5","*","6.6","0.1","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.88","*","*","26","13.3","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","19.7","*","*","28.2","26.2","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","22.92","*","*","28.7","27.1","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","19.32","*","*","29.2","16.9","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.87","*","*","26.5","9.66","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.52","*","*","26.1","14","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.42","*","*","26.2","5.62","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.71","*","*","26.3","11.4","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.76","*","*","27.8","7","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.53","*","*","26.6","10.7","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.44","8.35","*","24.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.18","8.79","*","24.4","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.22","8.86","*","24.7","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.7","8.48","*","24.8","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.48","8.55","*","24.1","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
